"Spp","Long","Lat"
"Atta mexicana",-90.555103,14.584003
"Leptoglossus zonatus",-78.104374,0.320975
"Atta mexicana",-102.764252,20.802202
"Leptoglossus zonatus",-75.579651,6.223336
"Atta mexicana",-102.586554,21.453267
"Atta mexicana",-110.276542,29.842108
"Atta mexicana",-103.191361,20.323247
"Atta mexicana",-100.592805,22.120425
"Anastrepha ludens",-99.459345,18.921248
"Atta mexicana",-103.416029,20.771156
"Atta mexicana",-99.253952,18.954071
"Atta mexicana",-103.43953,20.664853
"Aphis gossypii",-35.525663,-7.1165
"Atta mexicana",-89.533252,13.958258
"Atta mexicana",-99.793678,24.912862
"Leptoglossus zonatus",-116.755194,31.984933
"Atta mexicana",-101.195132,19.682014
"Atta mexicana",-97.097366,18.838184
"Atta mexicana",-105.234505,20.608697
"Atta mexicana",-103.381735,20.733819
"Atta mexicana",-97.117592,18.790778
"Atta mexicana",-100.44651,20.704277
"Atta mexicana",-100.043079,20.787158
"Atta mexicana",-103.510869,20.746592
"Atta mexicana",-100.344847,20.572443
"Leptoglossus zonatus",-75.532304,6.34534
"Leptoglossus zonatus",-42.993928,-22.821134
"Atta mexicana",-103.283784,20.302879
"Leptoglossus zonatus",-87.001649,14.01188
"Atta mexicana",-101.213749,19.674249
"Atta mexicana",-100.139495,25.859947
"Atta mexicana",-103.850112,19.623232
"Atta mexicana",-100.723526,20.037107
"Leptoglossus zonatus",-116.675505,31.897567
"Atta mexicana",-98.919533,18.798407
"Atta mexicana",-99.067969,18.976655
"Atta mexicana",-106.443,23.299
"Leptoglossus zonatus",-63.160233,-17.911053
"Atta mexicana",-106.695447,24.413128
"Atta mexicana",-103.229992,20.555592
"Atta mexicana",-99.108741,18.710816
"Atta mexicana",-100.758633,20.699505
"Leptoglossus zonatus",-75.261925,10.447418
"Atta mexicana",-101.197027,20.593346
"Atta mexicana",-99.481797,18.919758
"Atta mexicana",-100.738183,20.912278
"Atta mexicana",-96.707016,19.35143
"Atta mexicana",-104.749145,23.960896
"Atta mexicana",-105.276381,20.714183
